,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
53,THE TRAGIC MURDER OF ANA KRIEGEL,2021-12-29,1854121,66877,2760.0,"AD - Christmas Deal! Go to https://nordvpn.com/eleanor to get a 2-year plan plus 1 additional month with a huge discount.

Today's solved true crime case is on the disappearance and murder of Ana Kriegel, a Russian born 14 year old girl living in Ireland at the time of her death when she was killed by Ireland's youngest murderers ever

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Dec,Eleanor Neale
54,A Murder On Christmas Day,2021-12-25,1098342,44544,3076.0,"AD - Claim your SPECIAL OFFER for MagellanTV here: https://try.magellantv.com/eleanorneale. When you buy 1 gift card for an annual membership, get one FREE! Start your free trial TODAY so you can watch The Big Boss and all of MagellanTV’s other exclusive true crime content: https://www.magellantv.com/series/the-big-boss

Today's solved true crime case is on the murder of Kristy Bamu on Christmas Day at the hands of his sister Magali Bamu and her boyfriend Eric Bikubi who had schizophrenia like delusions about a specific type of witchcraft named kindoki

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Dec,Eleanor Neale
55,'THE HILLBILLY FROM HELL' SERIAL KILLER,2021-12-16,2276802,67608,3296.0,"AD - Get an extra 10% off at https://establishedtitles.com/eleanor with code ELEANOR10

Today's solved true crime case is on 'the hillbilly from hell' serial killer aka Ronald Gene Simmons from Arkansas who murdered his whole family over Christmas, including his daughter Sheila

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Dec,Eleanor Neale
56,THE MURDER OF A PLAYBOY BUNNY,2021-12-14,2259689,76633,3654.0,"AD - Gifting custom has never been easier! Click here ​https://cen.yt/functioneleanornealeholiday10 to save up to $49 on custom holiday bundles with FREE shipping!

Today's solved true crime video is on the murder of Playboy model & playmate of the year, Dorothy Stratten - one of Hugh Hefner's favourite Playboy bunnies. Dorothy was married to Paul Snider, but lived with Hefner at the Playboy mansion in Hollywood, LA as she pursued her dreams of becoming an actress. Along the way she met Peter Bogdanovich who would change the trajectory of her life forever.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Dec,Eleanor Neale
57,THE 250 MURDERS OF HAROLD SHIPMAN,2021-12-12,1361313,46139,1503.0,"AD -Christmas Deal! Go to https://nordvpn.com/eleanor to get a 2-year plan plus 1 additional month with a huge discount.

Harold Shipman is the U.K's worst serial killer EVER with over 250 possible kills. He gained the nickname Doctor Death (Dr Death) as he worked in a hospital and medical surgery and killed many of his elderly patients in Hyde, Manchester, England via a lethal injection.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Dec,Eleanor Neale
58,THE U.K'S WORST SERIAL KILLER EVER (DOCTOR DEATH),2021-12-10,1639862,56588,2122.0,"AD - Go to https://www.casetify.com/eleanor to save 15% off your order!

Harold Shipman is the U.K's worst serial killer EVER with over 250 possible kills. He gained the nickname Doctor Death (Dr Death) as he worked in a hospital and medical surgery and killed many of his elderly patients in Hyde, Manchester, England via a lethal injection.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Dec,Eleanor Neale
59,THE HOUSE OF BLOOD MURDERS,2021-11-30,1768686,55972,2390.0,"AD - Claim your SPECIAL OFFER for MagellanTV here: https://try.magellantv.com/eleanorneale. When you buy 1 gift card for an annual membership, get one FREE! Start your free trial TODAY so you can watch Jack the Ripper: The German Suspect and all of MagellanTV’s other exclusive true crime content: https://www.magellantv.com/video/jack-the-ripper-the-german-suspect

Today's solved true crime case is on the HOUSE OF BLOOD MURDERS by Edith McAlinden, John McAlinden and Jamie Gray - this is one of Scotland's (glasgow) most horrifying massacres ever

HELPLINES:

UK - National Domestic Abuse Helpline team: 0808 2000 247 https://nationaldahelpline.org.uk

USA - National Domestic Violence Hotline: 1800 799 7233 http://thehotline.org

Australia - 1800 RESPECT 1800 737 732 https://1800respect.org.au

New Zealand - Domestic Violence Crisis Line: (04) 802 5078 https://womensrefuge.org.nz

Pakistan - 042358422567

South Africa - 010 590 5920 https://www.tears.co.za/

Canada - https://www.awhl.org/

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Nov,Eleanor Neale
60,THE KILLER OF 100 BOYS,2021-11-24,1838336,62875,3155.0,"AD - Use code ELEANOR14 for up to 14 FREE MEALS + 3 Free Gifts across 5 HelloFresh boxes, plus free shipping at https://bit.ly/2ZfpguK

Today's solved true crime video is all about Javed Iqbal, Pakistan's worst serial killer ever - known as the killer of 100 boys.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Nov,Eleanor Neale
61,THE MODEL THAT MURDERED THE COMPETITION,2021-11-16,1423505,63030,2628.0,"AD - Go to https://www.casetify.com/eleanor to save 15% off your order!

Today's solved true crime case is on the model that murdered the competition - George Koh and the murder of male model Harry Uzoka.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Nov,Eleanor Neale
62,The FETISH KILLING Of Elaine O'Hara,2021-11-15,1526854,58018,2410.0,"AD - Claim your SPECIAL OFFER for MagellanTV here: https://try.magellantv.com/eleanorneale. When you buy 1 gift card for an annual membership, get one FREE! Start your free trial TODAY so you can watch Witch Hunt in Salem and all of MagellanTV’s other exclusive true crime content: https://www.magellantv.com/video/witch-hunt-in-salem

Today's solved true crime case is on the murder disguised as BDSM - the tragic disappearance and murder of Elaine O'Hara, the notorious Irish case of Graham Dwyer and their secret double life of fetish

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Nov,Eleanor Neale
63,The MURDER Disguised As BDSM,2021-11-13,1976944,73250,2504.0,"AD - Install Word Farm Adventure for Free ✅✅ https://wfscapes.sng.link/Dpojr/r1sz?pcn=Eleanor+Neale ✅✅ and help save the animals and become the hero of the farm!!

Today's solved true crime case is on the murder disguised as BDSM - the tragic disappearance and murder of Elaine O'Hara, the notorious Irish case of Graham Dwyer and their secret second life of fetish

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Nov,Eleanor Neale
64,THE TRAGIC MURDER OF LENA BRUCE,2021-11-12,1263194,45463,2002.0,"AD - Thanks Switchcraft for sponsoring this video. Download Switchcraft for free now and solve the magical mystery https://cherrypicktalent.cc/SwitchcraftEleanor

Today's solved true crime video is on the tragic murder of lena bruce in boston, Massachusetts. Her murder was an unsolved cold case for 25 years before the mystery was finally solved!

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Nov,Eleanor Neale
65,THE DANNY PHANTOM FANBOY KILLER,2021-11-05,2037707,74264,6412.0,"AD - Thanks to Mindstone for sponsoring this video! Check out my course now at - https://cherrypicktalent.cc/MindstoneEleanor 

Today's solved true crime case is on the Danny Phantom fanboy killer, Randy Stair, the YouTuber turned mass murderer... Believing he would go to an afterlife of cartoons, 'Andrew Blaze' (as he called himself) was deparate to get back to his cartoon girlfriend, Ember McLain

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Nov,Eleanor Neale
66,THE SEX SLAVE MURDERS PART 2,2021-10-31,941360,34551,1970.0,"AD - Claim your SPECIAL OFFER for MagellanTV here: https://try.magellantv.com/eleanorneale. Start your free trial TODAY so you can watch The Real Exorcist, Confessions of an Alien Abductee and all of MagellanTV’s other exclusive true crime content: https://www.magellantv.com/series/the-real-exorcist

Today's solved true crime case is on the sex slave murders by Charlene and Gerald Gallego, also known as the love slave killers. They murdered 10 people in Sacramento, California in the 1980s.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Oct,Eleanor Neale
67,THE SEX SLAVE MURDERS,2021-10-30,1341222,47195,1788.0,"AD - Claim your SPECIAL OFFER for MagellanTV here: https://try.magellantv.com/eleanorneale. Start your free trial TODAY so you can watch Lady Killers and all of MagellanTV’s other exclusive true crime content: https://www.magellantv.com/series/lady-killers-with-martina-cole

Today's solved true crime case is on the sex slave murders by Charlene and Gerald Gallego, also known as the love slave killers. They murdered 10 people in Sacramento, California in the 1980s.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Oct,Eleanor Neale
68,'BRAIN EATER' SERIAL KILLER KEPT IN A GLASS CAGE,2021-10-23,2594533,80504,7979.0,"Today's solved true crime case is on the serial killer known as 'The Brain Eater' or the real Hannibal the cannibal - Robert Maudsley.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Oct,Eleanor Neale
69,MURDER ON BROADWAY (The Death of Adrienne Shelly),2021-10-19,1389614,48365,2577.0,"AD - Go to http://casetify.com/eleanor to save 15% off your order! 

Today's solved true crime case is on the tragic murder of Waitress actress Adrienne Shelly. Waitress is an incredibly successful musical that has been in famous theatres including broadway and the west end! adrienne shelly was an extremely talented actress taken way too soon.

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Oct,Eleanor Neale
70,THE TRAGIC MURDER OF MATTHEW SHEPARD PART 2,2021-10-13,926169,36250,2295.0,"AD - Go to https://nordvpn.com/eleanor to get a 2-year plan plus 4 additional months with a huge discount.

Today's solved true crime case is on the murder of Matthew Shepard, a gay student from Wyoming - killed by Aaron McKinney and Russell Henderson Matthew's murder got crimes against the LGBT community officially recognised as hate crimes!

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Oct,Eleanor Neale
71,THE TRAGIC MURDER OF MATTHEW SHEPARD,2021-10-07,1347651,51622,2724.0,"Install 🪜 Homescapes today for free https://clik.cc/homescapes_EleanorNeale and help Austin renovate his mansion 🏡

Today's solved true crime case is on the murder of Matthew Shepard, a gay student from Wyoming - and how his death changed America. Matthew's murder got crimes against the LGBT community officially recognised as hate crimes!

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Oct,Eleanor Neale
72,THE UK'S MOST DANGEROUS WOMAN (Joanna Dennehy) Part 2,2021-10-01,1310036,41004,2007.0,"AD - Download Time Princess to win BIG prizes here: https://tp.igg.com/giveaway/EleanorNeale
$7,000 Sephora Gift Card and a $200 gift pack for everyone!

Today's solved true crime case is on the Peterborough ditch murders by Joanna Dennehy and Gary Stretch of Kevin Lee, John Chapman, John Rogers, Robin Bereza and Lukasz Slaboszewski - Joanne Dennehy is known as the most dangerous woman in britain

Become a Member of My Channel! (you get cool perks!) - https://www.youtube.com/channel/UCFMbX7frWZfuWdjAML0babA/join

My second channel - https://www.youtube.com/channel/UCr2FT6hGSDKIKVs7H2doZkw

FOLLOW ME ON MY SOCIALS !
Insta- eleanorneale https://www.instagram.com/eleanorneale/
Twitter- EleanorXNeale https://twitter.com/EleanorxNeale
TikTok - EleanorNeale http://vm.tiktok.com/51Heru/

Email *BUSINESS ONLY* - EleanorNeale@sixteenth.co
Please do not email case requests as I will not see them! Leave them in the comments, I always read them :)

The equipment I use:
Canon 80D camera body - https://amzn.to/3g2cpj6
Sigma 18-35mm lens - https://amzn.to/2WEnJue
Ring light - https://amzn.to/3g6HKS3
Soft box lights - https://amzn.to/3bHIpWn
*SIMILAR* moon shelves to mine - https://amzn.to/2zLgxn2 https://amzn.to/2TjprPs

Amazon links are affiliate, thank you for supporting me!!",Oct,Eleanor Neale
