,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
81,The Killer Cannibal Who Was Allowed To Walk Free... | The Case of Issei Sagawa,2022-04-28,653781,27704,1995,"🔴 Use my code COFFEE to get $15 off your first Bokksu Japanese snack box! https://partner.bokksu.com/coffeehousecrime 🔴 One of Japan's most infamous criminals is now allowed to walk free amongst the public, with thanks to legal technicalities and forced extradition. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Merch: https://crowdmade.com/collections/coffeehousecrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:03 Kobe, Hyogo
03:18 Issei's childhood
05:09 Troubling Actions
06:30 Moving to Paris, meeting Renée
08:49 June 11th, 1981
10:26 Covering up
13:06 Legal complications...
15:00 A free man
18:35 Thoughts + Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Apr,Coffeehouse Crime
82,The Murderous Mothers of the Hart Family Massacre,2022-04-25,1584478,52083,6158,"Several adoptions, a lack of inter-state communication and a strong desire for social media clout would result in the tragic loss of several youngsters, all who deserved much better than the evil parents they were terribly unfortunate to be placed with. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Merch: https://crowdmade.com/collections/coffeehousecrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:06 The History of Sarah and Jennifer Hart
03:47 Adopting
05:27 One out, three in
06:30 Three to six, forming cracks
07:15 Social Media clout, at what cost? 
11:00 Critical moments
13:45 Road Trip...
16:18 Aftermath.
18:33 The Hart Family.
20:26 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Apr,Coffeehouse Crime
83,The US Marine Who Outraged Japan | The Case of Rina Shimabukuro,2022-04-21,1518846,52632,6605,"☕️ The first 1000 viewers to sign up using my code COFFEEHOUSECRIME with my link will get a 1 month free trial of Skillshare! — https://skl.sh/coffeehousecrime04221

In an evening of April 2016, Rina Shimabukuro vanished while on a walk near her home. An extensive investigation would lead authorities to U.S. marine Kenneth Shinzato, in which his actions would outrage the island of Okinawa. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Merch: https://crowdmade.com/collections/coffeehousecrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
02:00 Welcome to Okinawa...
03:24 Rina Shimabukuro
05:05 A mild spring evening...
07:45 Missing.
08:36 Kenneth (Gadson) Shinzato
11:58 Discovery.
13:40 Retracing Kenneth's actions.
14:56 Enraging a Nation, Trial
16:48 Wrapping up

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Apr,Coffeehouse Crime
84,The Wrestling Champion who Murdered his family | The Case of Chris Benoit,2022-04-18,2132611,63733,4945,"This video looks into the rise and psychological downfall of famous wrestling champion Chris Benoit, and the clues which allude to his ultimate actions.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Merch: https://crowdmade.com/collections/coffeehousecrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:00 The History of Chris Benoit
05:01 Emerging Health Complications
08:07 Final Match.
10:10 Unravelling...
13:48 An Awful Discovery.
15:29 National Outcry (and conspiracies)
16:50 Chris' Psychological Downfall
19:12 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Apr,Coffeehouse Crime
85,The Japanese Millionaire Who Became A Killer... | The Case of Joji Obara,2022-04-11,1336137,62038,5163,"When a young English woman disappeared from Japan's busiest city, the spotlight eventually drew itself upon Tokyo Millionaire Joji Obara. And a deeper investigation into his case would reveal many secrets... 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​
🎥 Animated Background by Featherwax Studio ➜ https://featherwax.com

00:00 Intro
00:22 Special Announcement!
01:50 Lucie's history
04:15 Settling in Tokyo
05:40 July 1st, 2000
07:55 From concern to action
09:53 Private Investigation
11:47 Joji Obara
14:08 Clues
16:39 Discovery
18:34 Recounting July 1st, 2000
20:28 An exhausting trial
22:25 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Apr,Coffeehouse Crime
86,The Murder That Outraged A Nation | The Horrific Case of Uyinene Mrwetyana,2022-04-07,1090837,45132,3040,"When South African student Uyinene ""Nene"" Mrwetyana disappeared on August 24th, 2019, her community banded together to find her. Several days later, a harrowing discovery was made... And the events which followed would anger the country of South Africa to it's core.

🌎 Uyinene Mrwetyana foundation ➜ https://www.uyinenefoundation.co.za/

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:01 South Africa, Uyinene's history
03:12 Moving to Cape Town
04:04 August 24th, 2019...
07:38 Disappearance, concern, action
09:34 Spotlighting Luyanda 
11:15 Retracing Uyinene's final moments 
13:36 Legal proceedings
15:33 Grizzly aftermath, remember Uyinene
18:00 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Apr,Coffeehouse Crime
87,Fraud to Murder? | The Case of Melissa Caddick,2022-04-04,1064355,39030,3795,"Melissa Caddick was an unlicensed financial advisor who managed to con over $30 million out of her friends and family. Once she was caught red-handed, she vanished off the face of the earth... Until one formidable discovery was made 100 days later. But does this prove Melissa Caddick's fate?

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:06 Sydney, Melissa's childhood
02:25 Turbulent experiences
07:53 Melissa Caddick's Ponzi Scheme
09:58 Outrageous Spending 
13:10 Caught... Vanished.
15:24 Theories
18:10 A grim discovery
20:06 What now?
21:41 Aftermath
25:12 Outro

🎵 Anthony Koletti's album 'Raid' (Please don't send him any hate, he's certainly going through enough) ➜ https://open.spotify.com/album/7zdf9SAulWHo25cbcf8x30 
Or find his album on YouTube ➜ https://youtube.com/playlist?list=OLAK5uy_koDPCw_xkk9GOtUImROOhON_paaHzQd-E

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Apr,Coffeehouse Crime
88,Murderous Doctor | The Case of Elana Fric & Mohammed Shamji,2022-03-30,1581940,51098,4549,"True Crime: From the outside, Elana and Mohammed Shamji were a powerful couple not to be reckoned with. But behind closed doors, it was a different story. For more than a decade, Elana stood by her shameful husband. The end result, would be tragedy. 

00:00 Intro
01:03 The history of Elana Fric
03:02 The history of Mohammed Shamji
04:10 Early problems
07:55 Social Media Power Couple
10:35 Hardened Professionals
13:10 December 1st, 2016
15:48 Aftermath
19:02 Legal Proceedings
20:40 Consequences
22:17 Outro

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Mar,Coffeehouse Crime
89,The Senseless Case of Tristyn Bailey,2022-03-24,1003437,41831,3109,"When Tristyn Bailey disappeared on Mother's Day of 2021, her community leapt into action to help find her. But following a harrowing discovery and some rather alarming surveillance footage, the spotlight would soon shine on Aiden Fucci, a cover-up, and his mother. 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:01 Florida
02:08 Tristyn Bailey
04:17 Mother's Day...
06:40 Aiden Fucci's story
09:20 Search, Surveillance, Sorrow. 
11:31 Covering up...
15:08 A reflection of Aiden's character
16:25 Demons?
17:07 Forward, Outro.

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Mar,Coffeehouse Crime
90,The Case of Michaela Shunick,2022-03-21,1381884,48062,2850,"📸 Check out CapCut's Smooth Slow Motion feature here! https://capcut.onelink.me/vNtd/Adrian 
Michaela Shunick was a senior at Lafayette when she suddenly vanished while riding her bike in the early morning hours of May 19th, 2012. A stellar investigation would help solve not only one, but two cases.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:50 Lafayette, Louisiana
03:06 Michaela Shunick
05:28 May 18th, 2012
08:14 Disappearance... clues.
10:32 Downfall
12:03 Tracking Brandon Scott Lavergne
16:02 A Harrowing discovery
17:29 Legal proceedings
18:30 Recalling The Night
21:10 Aftermath
23:23 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Mar,Coffeehouse Crime
91,The Incel Virgin Who Became a Murderer | The Case of Jake Davison,2022-03-17,2527148,85110,17920,"Jake Davison was a resentful incel, angry with all women through his failiure to lose his virginity. His disturbing ideologies solidified through an online echo chamber known as the incel community... We're looking into the videos of Jake Davison, the warning signs, and ultimately, his actions which lead to the tragic loss of five lives.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:21 Devon, Childhood
05:11 Jake Davison's Videos
12:11 Volatility
14:03 August 12th, 2021
17:57 Questions, Lessons, Consequences
20:46 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Mar,Coffeehouse Crime
92,YouTuber To Murderer | The Disturbing Case of Pekka-Eric Auvinen,2022-03-14,1963613,64482,5366,"True Crime: In the early years of YouTube and the internet, YouTuber Pekka-Eric Auvinen left a long and disturbing trail of digital clues around his violent and concerning ideologies. YouTubers often called him out for his behaviour... And on November the 7th 2007, those thoughts turned into irreversible actions.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:15 Finland, Childhood
03:35 Eric's Troubled History
05:53 Deteriorating Mental Health
07:39 Eric's Video
08:40 Eric's Channel and Manifesto
11:25 Warning Signs
13:13 November 7th, 2007
15:51 Aftermath
19:55 Reporting Online Behaviour
21:27 Remembering
23:11 Outro

🎵 Thank you to Khaligo for allowing me to use ""Thus Far"" in this video, you can find this track here ➜ https://www.youtube.com/watch?v=w1QupetMLHM

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Mar,Coffeehouse Crime
93,The Latex Devil Next Door | The Case of Luke Fawcett,2022-03-10,1491391,53745,2579,"On Easter weekend of 2020, Maree Collins suddenly fell silent toward family and friends. Concerned members eventually sent her brother to check in on her penthouse apartment, also leading to his radio silence. What was going on behind closed doors? 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:02 Perth, Maree Collins
04:01 Easter Weekend, 2020
07:39 A Harrowing discovery
10:10 Luke Fawcett
12:16 Concerning details...
15:44 Timeline
17:08 Legal Proceedings, aftermath
18:46 Outro


DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Mar,Coffeehouse Crime
94,The Osaka Kidnapper | The Case of Koji Yamada,2022-03-07,1005647,39495,1702,"True Crime: Motorbike gangs and Fukushima’s Nuclear disaster… Koji Yamada was a man who liked to live on the dark side of life. These choices would tragically lead to murder. But what steps were taken down his terrible path? And who were Koji's victims?

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:10 Koji's history
05:04 Disturbing Escalations
07:36 Caught...
08:28 Fukushima 
10:39 The disappearance of Ryoto & Natsumi
14:07 Fleeing, and Returning...
16:22 Legal Proceedings, Aftermath
17:43 Announcement & Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Mar,Coffeehouse Crime
95,The Chilling Case of Clifford Burns,2022-02-28,1307665,47827,3586,"🌏 Get Exclusive NordVPN deal here ➼ https://NordVPN.com/coffeehousecrime  -  It's risk-free with Nord's 30-day money-back guarantee! 🌏 TRUE CRIME: The traumatic childhood of Clifford Burns may be a motivating factor to his cruel nature, but it could never warrant his insidious actions over Patricia Curran. He would dig his own hole in the interrogation room. 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
02:09 Lake Luzerne
03:11 The History of Patricia Curran & Clifford Burns
05:18 Childhood Trauma
07:05 Christalin
08:20 New beginnings, to worsening conditions
10:48 Christmas, 2013
15:01 INTERROGATION FOOTAGE
18:30 Findings & Aftermath
20:59 Reflecting on Clifford
21:55 Remembering Patricia
22:34 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Feb,Coffeehouse Crime
96,The Case of Miya Marcano,2022-02-21,1349909,46078,2608,"True Crime: When 19 year old college student Miya Marcano disappeared after her shift at work, the strange activities of a maintenance worker raised suspicions. And when he disappeared shortly after, family and police knew they were dealing with a very serious situation. 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​
🎵 Spotlight: Khaligo - Thus Far ➜ https://www.youtube.com/watch?v=w1QupetMLHM

00:00 Intro
01:05 Miya Marcano's childhood
03:05 Life in Orlando
05:04 The Disappearance of Miya Marcano
07:56 Armando Caballero
11:05 The Disappearance of Armando Caballero
12:05 Questions, Answers...
15:33 Tymber Skan
18:00 Aftermath, Arden Villas, History
22:03 Honoring Miya Marcano and her legacy
23:35 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Feb,Coffeehouse Crime
97,"The ""Ted Bundy"" Serial Killer of South Korea | The Case of Kang Ho-Sun",2022-02-14,1530331,52398,2284,"Go to https://noom.com/coffeehousecrime and take your free 30-second quiz! Thank you #noom for sponsoring today’s video!

TRUE CRIME: Kang Ho-Sun silently claimed the lives of ten women. Known as South Korea's Ted Bundy, he used his charm and wit to befriend his victims. 

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
02:02 South Korea, the History of Kang Ho-Sun
05:33 Troubled Farmer, Troubled Lover
08:38 No Going Back
10:47 The Grizzly Streak of Kang Ho-Sun
18:07 Downhill
19:20 Confessions, Legal Proceedings
22:38 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Feb,Coffeehouse Crime
98,What is happening on Death Island?,2022-02-07,1851685,58167,6226,"With over 24 mysterious deaths recorded on the island of Koh Tao, a dark history lurks behind tropical paradise... So much, that it is now dubbed as Death Island. Is it safe to visit Koh Tao? Or should you avoid coming here at all costs?

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:08 Thailand
02:33 Koh Tao
03:37 Nick Pearson
06:44 The Early days of Koh Tao
07:50 Ben Harrington
08:50 Hannah Witheridge and David Miller
11:29 Controlling Koh Tao
14:14 Scapegoats?
15:52 Dimitri Povse
16:55 Christina Annesley 
18:22 Valentina Novozhyonova
19:36 Threats from the Koh Tao Mafia
22:49 Elise Dallemagne
24:14 Bernd Grotsch
25:03 Rakeshwar & Anshoo
26:51 Concluding Koh Tao
31:20 Closing thoughts 
32:54 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Feb,Coffeehouse Crime
99,The Case of Aliny Godinho,2022-01-31,1039551,43032,2382,"True Crime: Following a fake marriage with Ricardo Godinho, Aliny found herself trapped in the clutches of a vile and violent stalker. 🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
00:50 Brazil, Aliny Godinho
02:19 Meeting Ricardo Godinho, moving to London
04:33 Back and Forth
07:22 A growing family, with growing problems...
11:57 A life away from Ricardo?
13:26 Disturbing behaviour
14:55 February 8th, 2019
17:34 Aftermath, legal proceedings
20:14 Remembering Aliny Godinho
21:08 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Jan,Coffeehouse Crime
100,The Millionaire MURDERED By His Son | The Case of Sir Richard Sutton,2022-01-24,1591408,50293,4043,"True Crime: Tension between Multi-Millionaire Sir Richard Sutton and his step-son Thomas Schreiber, would insidiously transform into an uneccessary tragedy which would lead police on a cross-country chase to catch their prime suspect.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Intro
01:13 Richard Sutton's growth
04:00 The Schreibers and The Suttons
06:41 Hatred's Growing Vines
10:30 The Lockdown Effect
12:50 VOICE RECORDINGS
14:27 RAID FOOTAGE
16:26 CONFESSIONS
17:51 HELICOPTER FOOTAGE
19:08 Aftermath & Legal proceedings
22:11 Recollection
23:56 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Jan,Coffeehouse Crime
101,Canada's Chris Watts | The Slippery Case of Robert Leeming,2022-01-17,2567907,73540,6366,"True Crime: Robert Leeming became well known in Calgary for his intoxicated interviews with local media, all of which were centred around the disappearance of his girlfriend and her daughter. Media have earmarked Robert as the Chris Watts of Canada.

🔴 Subscribe ➜ https://www.youtube.com/channel/UCcUf33cEPky2GiWBgOP-jQA?sub_confirmation=1
📸 Instagram ➜ https://www.instagram.com/coffeehousecrime/
🎁 Patreon ➜ https://www.patreon.com/coffeehousecrime
👕 Merch ➜ https://crowdmade.com/collections/coffeehousecrime
☕ Facebook ➜ https://www.facebook.com/coffeehousecrime
🌎 Coffeehouse Crime Map ➜ http://bit.ly/coffeehousecrimemap​
🎵 Coffeehouse Crime FM ➜ https://bit.ly/3n7Jv3y​​​

00:00 Introduction
01:11 Jasmine Lovett - Calgary, Canada
03:23 Robert Leeming's Dark Hstory
08:13 Jasmine & Robert's downfall
09:38 Vanished.
12:12 BODYCAM FOOTAGE
14:58 Searching Robert's home
17:12 MEDIA FOOTAGE
20:58 Operation Highwood
24:10 FULL TIMELINE
26:31 Legal Proceedings
27:36 Reflection, Outroduction 

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Jan,Coffeehouse Crime
